"Date","Start Time","Duration","Consumption","Generation","Net"
"7/1/2025","1:45 PM","15","0.0900","0.0000","0.0900"
"7/1/2025","2:00 PM","15","0.0950","0.0000","0.0950"
"7/1/2025","2:15 PM","15","0.1800","0.0000","0.1800"
"7/1/2025","2:30 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","2:45 PM","15","0.0950","0.0000","0.0950"
"7/1/2025","3:00 PM","15","0.0950","0.0000","0.0950"
"7/1/2025","3:15 PM","15","0.0900","0.0000","0.0900"
"7/1/2025","3:30 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","3:45 PM","15","0.1000","0.0000","0.1000"
"7/1/2025","4:00 PM","15","0.1000","0.0000","0.1000"
"7/1/2025","4:15 PM","15","0.1000","0.0000","0.1000"
"7/1/2025","4:30 PM","15","0.0900","0.0000","0.0900"
"7/1/2025","4:45 PM","15","0.0850","0.0000","0.0850"
"7/1/2025","5:00 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","5:15 PM","15","0.1000","0.0000","0.1000"
"7/1/2025","5:30 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","5:45 PM","15","0.2450","0.0000","0.2450"
"7/1/2025","6:00 PM","15","0.4500","0.0000","0.4500"
"7/1/2025","6:15 PM","15","0.3700","0.0000","0.3700"
"7/1/2025","6:30 PM","15","0.3300","0.0000","0.3300"
"7/1/2025","6:45 PM","15","0.3450","0.0000","0.3450"
"7/1/2025","7:00 PM","15","0.2800","0.0000","0.2800"
"7/1/2025","7:15 PM","15","0.2600","0.0000","0.2600"
"7/1/2025","7:30 PM","15","0.2500","0.0000","0.2500"
"7/1/2025","7:45 PM","15","0.2400","0.0000","0.2400"
"7/1/2025","8:00 PM","15","0.2400","0.0000","0.2400"
"7/1/2025","8:15 PM","15","0.2300","0.0000","0.2300"
"7/1/2025","8:30 PM","15","0.1950","0.0000","0.1950"
"7/1/2025","8:45 PM","15","0.2050","0.0000","0.2050"
"7/1/2025","9:00 PM","15","0.1400","0.0000","0.1400"
"7/1/2025","9:15 PM","15","0.1150","0.0000","0.1150"
"7/1/2025","9:30 PM","15","0.1200","0.0000","0.1200"
"7/1/2025","9:45 PM","15","0.1000","0.0000","0.1000"
"7/1/2025","10:00 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","10:15 PM","15","0.1150","0.0000","0.1150"
"7/1/2025","10:30 PM","15","0.1200","0.0000","0.1200"
"7/1/2025","10:45 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","11:00 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","11:15 PM","15","0.1150","0.0000","0.1150"
"7/1/2025","11:30 PM","15","0.1050","0.0000","0.1050"
"7/1/2025","11:45 PM","15","0.0950","0.0000","0.0950"
"7/2/2025","12:00 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","12:15 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","12:30 AM","15","0.1600","0.0000","0.1600"
"7/2/2025","12:45 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","1:00 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","1:15 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","1:30 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","1:45 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","2:00 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","2:15 AM","15","0.0950","0.0000","0.0950"
"7/2/2025","2:30 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","2:45 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","3:00 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","3:15 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","3:30 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","3:45 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","4:00 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","4:15 AM","15","0.0950","0.0000","0.0950"
"7/2/2025","4:30 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","4:45 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","5:00 AM","15","0.0950","0.0000","0.0950"
"7/2/2025","5:15 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","5:30 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","5:45 AM","15","0.2300","0.0000","0.2300"
"7/2/2025","6:00 AM","15","0.1000","0.0000","0.1000"
"7/2/2025","6:15 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","6:30 AM","15","0.1100","0.0000","0.1100"
"7/2/2025","6:45 AM","15","0.1050","0.0000","0.1050"
"7/2/2025","7:00 AM","15","0.2400","0.0000","0.2400"
"7/2/2025","7:15 AM","15","0.1450","0.0000","0.1450"
"7/2/2025","7:30 AM","15","0.1200","0.0000","0.1200"
"7/2/2025","7:45 AM","15","0.1650","0.0000","0.1650"
"7/2/2025","8:00 AM","15","0.2450","0.0000","0.2450"
"7/2/2025","8:15 AM","15","0.1350","0.0000","0.1350"
"7/2/2025","8:30 AM","15","0.1500","0.0000","0.1500"
"7/2/2025","8:45 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","9:00 AM","15","0.1450","0.0000","0.1450"
"7/2/2025","9:15 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","9:30 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","9:45 AM","15","0.1350","0.0000","0.1350"
"7/2/2025","10:00 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","10:15 AM","15","0.1500","0.0000","0.1500"
"7/2/2025","10:30 AM","15","0.1550","0.0000","0.1550"
"7/2/2025","10:45 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","11:00 AM","15","0.1300","0.0000","0.1300"
"7/2/2025","11:15 AM","15","0.1350","0.0000","0.1350"
"7/2/2025","11:30 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","11:45 AM","15","0.1400","0.0000","0.1400"
"7/2/2025","12:00 PM","15","0.1400","0.0000","0.1400"
"7/2/2025","12:15 PM","15","0.1400","0.0000","0.1400"
"7/2/2025","12:30 PM","15","0.1450","0.0000","0.1450"
"7/2/2025","12:45 PM","15","0.1350","0.0000","0.1350"
"7/2/2025","1:00 PM","15","0.1350","0.0000","0.1350"
"7/2/2025","1:15 PM","15","0.1200","0.0000","0.1200"
"7/2/2025","1:30 PM","15","0.1050","0.0000","0.1050"
"7/2/2025","1:45 PM","15","0.1050","0.0000","0.1050"
"7/2/2025","2:00 PM","15","0.1100","0.0000","0.1100"
"7/2/2025","2:15 PM","15","0.1100","0.0000","0.1100"
"7/2/2025","2:30 PM","15","0.1050","0.0000","0.1050"
"7/2/2025","2:45 PM","15","0.0950","0.0000","0.0950"
"7/2/2025","3:00 PM","15","0.1000","0.0000","0.1000"
"7/2/2025","3:15 PM","15","0.1200","0.0000","0.1200"
"7/2/2025","3:30 PM","15","0.1150","0.0000","0.1150"
"7/2/2025","3:45 PM","15","0.1150","0.0000","0.1150"
"7/2/2025","4:00 PM","15","0.1400","0.0000","0.1400"
"7/2/2025","4:15 PM","15","0.1500","0.0000","0.1500"
"7/2/2025","4:30 PM","15","0.1650","0.0000","0.1650"
"7/2/2025","4:45 PM","15","0.1650","0.0000","0.1650"
"7/2/2025","5:00 PM","15","0.1300","0.0000","0.1300"
"7/2/2025","5:15 PM","15","0.1250","0.0000","0.1250"
"7/2/2025","5:30 PM","15","0.1150","0.0000","0.1150"
"7/2/2025","5:45 PM","15","0.4050","0.0000","0.4050"
"7/2/2025","6:00 PM","15","0.2200","0.0000","0.2200"
"7/2/2025","6:15 PM","15","0.1550","0.0000","0.1550"
"7/2/2025","6:30 PM","15","0.1400","0.0000","0.1400"
"7/2/2025","6:45 PM","15","0.1400","0.0000","0.1400"
"7/2/2025","7:00 PM","15","0.1300","0.0000","0.1300"
"7/2/2025","7:15 PM","15","0.1350","0.0000","0.1350"
"7/2/2025","7:30 PM","15","0.1350","0.0000","0.1350"
"7/2/2025","7:45 PM","15","0.1300","0.0000","0.1300"
"7/2/2025","8:00 PM","15","0.1500","0.0000","0.1500"
"7/2/2025","8:15 PM","15","0.2100","0.0000","0.2100"
"7/2/2025","8:30 PM","15","0.2150","0.0000","0.2150"
"7/2/2025","8:45 PM","15","0.1500","0.0000","0.1500"
"7/2/2025","9:00 PM","15","0.1600","0.0000","0.1600"
"7/2/2025","9:15 PM","15","0.2350","0.0000","0.2350"
"7/2/2025","9:30 PM","15","0.1600","0.0000","0.1600"
"7/2/2025","9:45 PM","15","0.1600","0.0000","0.1600"
"7/2/2025","10:00 PM","15","0.1650","0.0000","0.1650"
"7/2/2025","10:15 PM","15","0.1300","0.0000","0.1300"
"7/2/2025","10:30 PM","15","0.1050","0.0000","0.1050"
"7/2/2025","10:45 PM","15","0.1150","0.0000","0.1150"
"7/2/2025","11:00 PM","15","0.1100","0.0000","0.1100"
"7/2/2025","11:15 PM","15","0.1000","0.0000","0.1000"
"7/2/2025","11:30 PM","15","0.1000","0.0000","0.1000"
"7/2/2025","11:45 PM","15","0.1100","0.0000","0.1100"
"7/3/2025","12:00 AM","15","0.1000","0.0000","0.1000"
"7/3/2025","12:15 AM","15","0.0950","0.0000","0.0950"
"7/3/2025","12:30 AM","15","0.1050","0.0000","0.1050"
"7/3/2025","12:45 AM","15","0.1050","0.0000","0.1050"
"7/3/2025","1:00 AM","15","0.1000","0.0000","0.1000"
"7/3/2025","1:15 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","1:30 AM","15","0.0950","0.0000","0.0950"
"7/3/2025","1:45 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","2:00 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","2:15 AM","15","0.0950","0.0000","0.0950"
"7/3/2025","2:30 AM","15","0.0950","0.0000","0.0950"
"7/3/2025","2:45 AM","15","0.0800","0.0000","0.0800"
"7/3/2025","3:00 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","3:15 AM","15","0.0950","0.0000","0.0950"
"7/3/2025","3:30 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","3:45 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","4:00 AM","15","0.0800","0.0000","0.0800"
"7/3/2025","4:15 AM","15","0.1000","0.0000","0.1000"
"7/3/2025","4:30 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","4:45 AM","15","0.0800","0.0000","0.0800"
"7/3/2025","5:00 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","5:15 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","5:30 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","5:45 AM","15","0.2150","0.0000","0.2150"
"7/3/2025","6:00 AM","15","0.1300","0.0000","0.1300"
"7/3/2025","6:15 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","6:30 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","6:45 AM","15","0.0800","0.0000","0.0800"
"7/3/2025","7:00 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","7:15 AM","15","0.0700","0.0000","0.0700"
"7/3/2025","7:30 AM","15","0.1350","0.0000","0.1350"
"7/3/2025","7:45 AM","15","0.0850","0.0000","0.0850"
"7/3/2025","8:00 AM","15","0.1050","0.0000","0.1050"
"7/3/2025","8:15 AM","15","0.0900","0.0000","0.0900"
"7/3/2025","8:30 AM","15","0.0750","0.0000","0.0750"
"7/3/2025","8:45 AM","15","0.1000","0.0000","0.1000"
"7/3/2025","9:00 AM","15","0.1050","0.0000","0.1050"
"7/3/2025","9:15 AM","15","0.1300","0.0000","0.1300"
"7/3/2025","9:30 AM","15","0.1200","0.0000","0.1200"
"7/3/2025","9:45 AM","15","0.1450","0.0000","0.1450"
"7/3/2025","10:00 AM","15","0.1450","0.0000","0.1450"
"7/3/2025","10:15 AM","15","0.1450","0.0000","0.1450"
"7/3/2025","10:30 AM","15","0.1300","0.0000","0.1300"
"7/3/2025","10:45 AM","15","0.1200","0.0000","0.1200"
"7/3/2025","11:00 AM","15","0.1950","0.0000","0.1950"
"7/3/2025","11:15 AM","15","0.1750","0.0000","0.1750"
"7/3/2025","11:30 AM","15","0.2000","0.0000","0.2000"
"7/3/2025","11:45 AM","15","0.1150","0.0000","0.1150"
"7/3/2025","12:00 PM","15","0.1350","0.0000","0.1350"
"7/3/2025","12:15 PM","15","0.1200","0.0000","0.1200"
"7/3/2025","12:30 PM","15","0.1350","0.0000","0.1350"
"7/3/2025","12:45 PM","15","0.1600","0.0000","0.1600"
"7/3/2025","1:00 PM","15","0.1250","0.0000","0.1250"
"7/3/2025","1:15 PM","15","0.1100","0.0000","0.1100"
"7/3/2025","1:30 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","1:45 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","2:00 PM","15","0.1200","0.0000","0.1200"
"7/3/2025","2:15 PM","15","0.1150","0.0000","0.1150"
"7/3/2025","2:30 PM","15","0.1150","0.0000","0.1150"
"7/3/2025","2:45 PM","15","0.2000","0.0000","0.2000"
"7/3/2025","3:00 PM","15","0.1700","0.0000","0.1700"
"7/3/2025","3:15 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","3:30 PM","15","0.1400","0.0000","0.1400"
"7/3/2025","3:45 PM","15","0.1400","0.0000","0.1400"
"7/3/2025","4:00 PM","15","0.1600","0.0000","0.1600"
"7/3/2025","4:15 PM","15","0.1550","0.0000","0.1550"
"7/3/2025","4:30 PM","15","0.1500","0.0000","0.1500"
"7/3/2025","4:45 PM","15","0.1500","0.0000","0.1500"
"7/3/2025","5:00 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","5:15 PM","15","0.1400","0.0000","0.1400"
"7/3/2025","5:30 PM","15","0.1400","0.0000","0.1400"
"7/3/2025","5:45 PM","15","0.3500","0.0000","0.3500"
"7/3/2025","6:00 PM","15","0.2650","0.0000","0.2650"
"7/3/2025","6:15 PM","15","0.1550","0.0000","0.1550"
"7/3/2025","6:30 PM","15","0.1450","0.0000","0.1450"
"7/3/2025","6:45 PM","15","0.1650","0.0000","0.1650"
"7/3/2025","7:00 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","7:15 PM","15","0.1250","0.0000","0.1250"
"7/3/2025","7:30 PM","15","0.1100","0.0000","0.1100"
"7/3/2025","7:45 PM","15","0.1200","0.0000","0.1200"
"7/3/2025","8:00 PM","15","0.1400","0.0000","0.1400"
"7/3/2025","8:15 PM","15","0.1350","0.0000","0.1350"
"7/3/2025","8:30 PM","15","0.1300","0.0000","0.1300"
"7/3/2025","8:45 PM","15","0.1150","0.0000","0.1150"
"7/3/2025","9:00 PM","15","0.1200","0.0000","0.1200"
"7/3/2025","9:15 PM","15","0.1000","0.0000","0.1000"
"7/3/2025","9:30 PM","15","0.0900","0.0000","0.0900"
"7/3/2025","9:45 PM","15","0.1050","0.0000","0.1050"
"7/3/2025","10:00 PM","15","0.0950","0.0000","0.0950"
"7/3/2025","10:15 PM","15","0.1000","0.0000","0.1000"
"7/3/2025","10:30 PM","15","0.0900","0.0000","0.0900"
"7/3/2025","10:45 PM","15","0.1100","0.0000","0.1100"
"7/3/2025","11:00 PM","15","0.1000","0.0000","0.1000"
"7/3/2025","11:15 PM","15","0.0900","0.0000","0.0900"
"7/3/2025","11:30 PM","15","0.1000","0.0000","0.1000"
"7/3/2025","11:45 PM","15","0.0950","0.0000","0.0950"
"7/4/2025","12:00 AM","15","0.1000","0.0000","0.1000"
"7/4/2025","12:15 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","12:30 AM","15","0.1050","0.0000","0.1050"
"7/4/2025","12:45 AM","15","0.0900","0.0000","0.0900"
"7/4/2025","1:00 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","1:15 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","1:30 AM","15","0.1050","0.0000","0.1050"
"7/4/2025","1:45 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","2:00 AM","15","0.0900","0.0000","0.0900"
"7/4/2025","2:15 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","2:30 AM","15","0.1000","0.0000","0.1000"
"7/4/2025","2:45 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","3:00 AM","15","0.0900","0.0000","0.0900"
"7/4/2025","3:15 AM","15","0.1000","0.0000","0.1000"
"7/4/2025","3:30 AM","15","0.1000","0.0000","0.1000"
"7/4/2025","3:45 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","4:00 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","4:15 AM","15","0.1000","0.0000","0.1000"
"7/4/2025","4:30 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","4:45 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","5:00 AM","15","0.0800","0.0000","0.0800"
"7/4/2025","5:15 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","5:30 AM","15","0.0800","0.0000","0.0800"
"7/4/2025","5:45 AM","15","0.2000","0.0000","0.2000"
"7/4/2025","6:00 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","6:15 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","6:30 AM","15","0.0800","0.0000","0.0800"
"7/4/2025","6:45 AM","15","0.0850","0.0000","0.0850"
"7/4/2025","7:00 AM","15","0.0950","0.0000","0.0950"
"7/4/2025","7:15 AM","15","0.1700","0.0000","0.1700"
"7/4/2025","7:30 AM","15","0.2850","0.0000","0.2850"
"7/4/2025","7:45 AM","15","0.2050","0.0000","0.2050"
"7/4/2025","8:00 AM","15","0.1450","0.0000","0.1450"
"7/4/2025","8:15 AM","15","0.1150","0.0000","0.1150"
"7/4/2025","8:30 AM","15","0.1100","0.0000","0.1100"
"7/4/2025","8:45 AM","15","0.1400","0.0000","0.1400"
"7/4/2025","9:00 AM","15","0.1700","0.0000","0.1700"
"7/4/2025","9:15 AM","15","0.1450","0.0000","0.1450"
"7/4/2025","9:30 AM","15","0.1750","0.0000","0.1750"
"7/4/2025","9:45 AM","15","0.1950","0.0000","0.1950"
"7/4/2025","10:00 AM","15","0.2800","0.0000","0.2800"
"7/4/2025","10:15 AM","15","0.2400","0.0000","0.2400"
"7/4/2025","10:30 AM","15","0.1750","0.0000","0.1750"
"7/4/2025","10:45 AM","15","0.1600","0.0000","0.1600"
"7/4/2025","11:00 AM","15","0.2500","0.0000","0.2500"
"7/4/2025","11:15 AM","15","0.3050","0.0000","0.3050"
"7/4/2025","11:30 AM","15","0.4000","0.0000","0.4000"
"7/4/2025","11:45 AM","15","0.3750","0.0000","0.3750"
"7/4/2025","12:00 PM","15","0.3000","0.0000","0.3000"
"7/4/2025","12:15 PM","15","0.2500","0.0000","0.2500"
"7/4/2025","12:30 PM","15","0.2600","0.0000","0.2600"
"7/4/2025","12:45 PM","15","0.2850","0.0000","0.2850"
"7/4/2025","1:00 PM","15","0.2350","0.0000","0.2350"
"7/4/2025","1:15 PM","15","0.1000","0.0000","0.1000"
"7/4/2025","1:30 PM","15","0.1050","0.0000","0.1050"
"7/4/2025","1:45 PM","15","0.1050","0.0000","0.1050"
"7/4/2025","2:00 PM","15","0.1000","0.0000","0.1000"
"7/4/2025","2:15 PM","15","0.1000","0.0000","0.1000"
"7/4/2025","2:30 PM","15","0.1100","0.0000","0.1100"
"7/4/2025","2:45 PM","15","0.0900","0.0000","0.0900"
"7/4/2025","3:00 PM","15","0.0950","0.0000","0.0950"
"7/4/2025","3:15 PM","15","0.2350","0.0000","0.2350"
"7/4/2025","3:30 PM","15","0.3900","0.0000","0.3900"
"7/4/2025","3:45 PM","15","0.6650","0.0000","0.6650"
"7/4/2025","4:00 PM","15","0.6000","0.0000","0.6000"
"7/4/2025","4:15 PM","15","0.4700","0.0000","0.4700"
"7/4/2025","4:30 PM","15","0.4900","0.0000","0.4900"
"7/4/2025","4:45 PM","15","0.4750","0.0000","0.4750"
"7/4/2025","5:00 PM","15","0.4700","0.0000","0.4700"
"7/4/2025","5:15 PM","15","0.4650","0.0000","0.4650"
"7/4/2025","5:30 PM","15","0.4600","0.0000","0.4600"
"7/4/2025","5:45 PM","15","0.4700","0.0000","0.4700"
"7/4/2025","6:00 PM","15","0.4650","0.0000","0.4650"
"7/4/2025","6:15 PM","15","0.4400","0.0000","0.4400"
"7/4/2025","6:30 PM","15","0.4150","0.0000","0.4150"
"7/4/2025","6:45 PM","15","0.4000","0.0000","0.4000"
"7/4/2025","7:00 PM","15","0.3950","0.0000","0.3950"
"7/4/2025","7:15 PM","15","0.3550","0.0000","0.3550"
"7/4/2025","7:30 PM","15","0.1800","0.0000","0.1800"
"7/4/2025","7:45 PM","15","0.1850","0.0000","0.1850"
"7/4/2025","8:00 PM","15","0.1350","0.0000","0.1350"
"7/4/2025","8:15 PM","15","0.1150","0.0000","0.1150"
"7/4/2025","8:30 PM","15","0.1100","0.0000","0.1100"
"7/4/2025","8:45 PM","15","0.1150","0.0000","0.1150"
"7/4/2025","9:00 PM","15","0.1000","0.0000","0.1000"
"7/4/2025","9:15 PM","15","0.0850","0.0000","0.0850"
"7/4/2025","9:30 PM","15","0.0800","0.0000","0.0800"
"7/4/2025","9:45 PM","15","0.1550","0.0000","0.1550"
"7/4/2025","10:00 PM","15","0.1750","0.0000","0.1750"
"7/4/2025","10:15 PM","15","0.1050","0.0000","0.1050"
"7/4/2025","10:30 PM","15","0.1600","0.0000","0.1600"
"7/4/2025","10:45 PM","15","0.1450","0.0000","0.1450"
"7/4/2025","11:00 PM","15","0.1400","0.0000","0.1400"
"7/4/2025","11:15 PM","15","0.1400","0.0000","0.1400"
"7/4/2025","11:30 PM","15","0.1250","0.0000","0.1250"
"7/4/2025","11:45 PM","15","0.1250","0.0000","0.1250"
"7/5/2025","12:00 AM","15","0.1150","0.0000","0.1150"
"7/5/2025","12:15 AM","15","0.1100","0.0000","0.1100"
"7/5/2025","12:30 AM","15","0.1200","0.0000","0.1200"
"7/5/2025","12:45 AM","15","0.1150","0.0000","0.1150"
"7/5/2025","1:00 AM","15","0.1100","0.0000","0.1100"
"7/5/2025","1:15 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","1:30 AM","15","0.1250","0.0000","0.1250"
"7/5/2025","1:45 AM","15","0.1100","0.0000","0.1100"
"7/5/2025","2:00 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","2:15 AM","15","0.1100","0.0000","0.1100"
"7/5/2025","2:30 AM","15","0.1200","0.0000","0.1200"
"7/5/2025","2:45 AM","15","0.1100","0.0000","0.1100"
"7/5/2025","3:00 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","3:15 AM","15","0.1200","0.0000","0.1200"
"7/5/2025","3:30 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","3:45 AM","15","0.0950","0.0000","0.0950"
"7/5/2025","4:00 AM","15","0.1000","0.0000","0.1000"
"7/5/2025","4:15 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","4:30 AM","15","0.1000","0.0000","0.1000"
"7/5/2025","4:45 AM","15","0.0900","0.0000","0.0900"
"7/5/2025","5:00 AM","15","0.1000","0.0000","0.1000"
"7/5/2025","5:15 AM","15","0.1050","0.0000","0.1050"
"7/5/2025","5:30 AM","15","0.0950","0.0000","0.0950"
"7/5/2025","5:45 AM","15","0.2350","0.0000","0.2350"
"7/5/2025","6:00 AM","15","0.1600","0.0000","0.1600"
"7/5/2025","6:15 AM","15","0.0900","0.0000","0.0900"
"7/5/2025","6:30 AM","15","0.0950","0.0000","0.0950"
"7/5/2025","6:45 AM","15","0.0950","0.0000","0.0950"
"7/5/2025","7:00 AM","15","0.1000","0.0000","0.1000"
"7/5/2025","7:15 AM","15","0.0900","0.0000","0.0900"
"7/5/2025","7:30 AM","15","0.0800","0.0000","0.0800"
"7/5/2025","7:45 AM","15","0.1250","0.0000","0.1250"
"7/5/2025","8:00 AM","15","0.1250","0.0000","0.1250"
"7/5/2025","8:15 AM","15","0.1150","0.0000","0.1150"
"7/5/2025","8:30 AM","15","0.1250","0.0000","0.1250"
"7/5/2025","8:45 AM","15","0.1300","0.0000","0.1300"
"7/5/2025","9:00 AM","15","0.1350","0.0000","0.1350"
"7/5/2025","9:15 AM","15","0.1350","0.0000","0.1350"
